Date,High,Low,Open,Close,Volume,Adj Close
2018/07/17,2814.19,2789.24,2789.34,2809.55,3050730000,2809.55
2018/07/18,2816.76,2805.89,2811.35,2815.62,3089780000,2815.62
2018/07/19,2812.05,2799.77,2809.37,2804.49,3266700000,2804.49
2018/07/20,2809.7,2800.01,2804.55,2801.83,3230210000,2801.83
2018/07/23,2808.61,2795.14,2799.17,2806.98,2907430000,2806.98
2018/07/24,2829.99,2811.12,2820.68,2820.4,3417530000,2820.4
2018/07/25,2848.03,2817.73,2817.73,2846.07,3553010000,2846.07
2018/07/26,2845.57,2835.26,2835.49,2837.44,3653330000,2837.44
2018/07/27,2843.17,2808.34,2842.35,2818.82,3415710000,2818.82
2018/07/30,2821.74,2798.11,2819.0,2802.6,3245770000,2802.6
2018/07/31,2824.46,2808.06,2809.73,2816.29,3892100000,2816.29
2018/08/01,2825.83,2805.85,2821.17,2813.36,3496990000,2813.36
2018/08/02,2829.91,2796.34,2800.48,2827.22,3467380000,2827.22
2018/08/03,2840.38,2827.37,2829.62,2840.35,3030390000,2840.35
2018/08/06,2853.29,2835.98,2840.29,2850.4,2874540000,2850.4
2018/08/07,2863.43,2855.92,2855.92,2858.45,3162770000,2858.45
2018/08/08,2862.44,2853.09,2856.79,2857.7,2972200000,2857.7
2018/08/09,2862.48,2851.98,2857.19,2853.58,3047050000,2853.58
2018/08/10,2842.2,2825.81,2838.9,2833.28,3256040000,2833.28
2018/08/13,2843.4,2819.88,2835.46,2821.93,3158450000,2821.93
2018/08/14,2843.11,2826.58,2827.88,2839.96,2976970000,2839.96
2018/08/15,2827.95,2802.49,2827.95,2818.37,3645070000,2818.37
2018/08/16,2850.49,2831.44,2831.44,2840.69,3219880000,2840.69
2018/08/17,2855.63,2833.73,2838.32,2850.13,3024100000,2850.13
2018/08/20,2859.76,2850.62,2853.93,2857.05,2748020000,2857.05
2018/08/21,2873.23,2861.32,2861.51,2862.96,3147140000,2862.96
2018/08/22,2867.54,2856.05,2860.99,2861.82,2689560000,2861.82
2018/08/23,2868.78,2854.03,2860.29,2856.98,2713910000,2856.98
2018/08/24,2876.16,2862.35,2862.35,2874.69,2596190000,2874.69
2018/08/27,2898.25,2884.69,2884.69,2896.74,2854080000,2896.74
2018/08/28,2903.77,2893.5,2901.45,2897.52,2683190000,2897.52
2018/08/29,2916.5,2898.4,2900.62,2914.04,2791860000,2914.04
2018/08/30,2912.46,2895.22,2908.94,2901.13,2802180000,2901.13
2018/08/31,2906.32,2891.73,2898.37,2901.52,2880260000,2901.52
2018/09/04,2900.18,2885.13,2896.96,2896.72,3077060000,2896.72
2018/09/05,2894.21,2876.92,2891.59,2888.6,3241250000,2888.6
2018/09/06,2892.05,2867.29,2888.64,2878.05,3139590000,2878.05
2018/09/07,2883.81,2864.12,2868.26,2871.68,2946270000,2871.68
2018/09/10,2886.93,2875.94,2881.39,2877.13,2731400000,2877.13
2018/09/11,2892.52,2866.78,2871.57,2887.89,2899660000,2887.89
2018/09/12,2894.65,2879.2,2888.29,2888.92,3264930000,2888.92
2018/09/13,2906.76,2896.39,2896.85,2904.18,3254930000,2904.18
2018/09/14,2908.3,2895.77,2906.38,2904.98,3149800000,2904.98
2018/09/17,2904.65,2886.16,2903.83,2888.8,2947760000,2888.8
2018/09/18,2911.17,2890.43,2890.74,2904.31,3074610000,2904.31
2018/09/19,2912.36,2903.82,2906.6,2907.95,3280020000,2907.95
2018/09/20,2934.8,2919.73,2919.73,2930.75,3337730000,2930.75
2018/09/21,2940.91,2927.11,2936.76,2929.67,5607610000,2929.67
2018/09/24,2923.79,2912.63,2921.83,2919.37,3372210000,2919.37
2018/09/25,2923.95,2913.7,2921.75,2915.56,3285480000,2915.56
2018/09/26,2931.15,2903.28,2916.98,2905.97,3388620000,2905.97
2018/09/27,2927.22,2909.27,2911.65,2914.0,3060850000,2914.0
2018/09/28,2920.53,2907.5,2910.03,2913.98,3432300000,2913.98
2018/10/01,2937.06,2917.91,2926.29,2924.59,3364190000,2924.59
2018/10/02,2931.42,2919.37,2923.8,2923.43,3401880000,2923.43
2018/10/03,2939.86,2921.36,2931.69,2925.51,3598710000,2925.51
2018/10/04,2919.78,2883.92,2919.35,2901.61,3496860000,2901.61
2018/10/05,2909.64,2869.29,2902.54,2885.57,3328980000,2885.57
2018/10/08,2889.45,2862.08,2877.53,2884.43,3330320000,2884.43
2018/10/09,2894.83,2874.27,2882.51,2880.34,3520500000,2880.34
2018/10/10,2874.02,2784.86,2873.9,2785.68,4501250000,2785.68
2018/10/11,2795.14,2710.51,2776.87,2728.37,4890630000,2728.37
2018/10/12,2775.77,2729.44,2770.54,2767.13,3966040000,2767.13
2018/10/15,2775.99,2749.03,2763.83,2750.79,3300140000,2750.79
2018/10/16,2813.46,2766.91,2767.05,2809.92,3428340000,2809.92
2018/10/17,2816.94,2781.81,2811.67,2809.21,3321710000,2809.21
2018/10/18,2806.04,2755.18,2802.0,2768.78,3616440000,2768.78
2018/10/19,2797.77,2760.27,2775.66,2767.78,3566490000,2767.78
2018/10/22,2778.94,2749.22,2773.94,2755.88,3307140000,2755.88
2018/10/23,2753.59,2691.43,2721.03,2740.69,4348580000,2740.69
2018/10/24,2742.59,2651.89,2737.87,2656.1,4709310000,2656.1
2018/10/25,2722.7,2667.84,2674.88,2705.57,4634770000,2705.57
2018/10/26,2692.38,2628.16,2667.86,2658.69,4803150000,2658.69
2018/10/29,2706.85,2603.54,2682.65,2641.25,4673700000,2641.25
2018/10/30,2685.43,2635.34,2640.68,2682.63,5106380000,2682.63
2018/10/31,2736.69,2705.6,2705.6,2711.74,5112420000,2711.74
2018/11/01,2741.67,2708.85,2717.58,2740.37,4708420000,2740.37
2018/11/02,2756.55,2700.44,2745.45,2723.06,4237930000,2723.06
2018/11/05,2744.27,2717.94,2726.37,2738.31,3623320000,2738.31
2018/11/06,2756.82,2737.08,2738.4,2755.45,3510860000,2755.45
2018/11/07,2815.15,2774.13,2774.13,2813.89,3914750000,2813.89
2018/11/08,2814.75,2794.99,2806.38,2806.83,3630490000,2806.83
2018/11/09,2794.1,2764.24,2794.1,2781.01,4019090000,2781.01
2018/11/12,2775.99,2722.0,2773.93,2726.22,3670930000,2726.22
2018/11/13,2754.6,2714.98,2730.05,2722.18,4091440000,2722.18
2018/11/14,2746.8,2685.75,2737.9,2701.58,4402370000,2701.58
2018/11/15,2735.38,2670.75,2693.52,2730.2,4179140000,2730.2
2018/11/16,2746.75,2712.16,2718.54,2736.27,3975180000,2736.27
2018/11/19,2733.16,2681.09,2730.74,2690.73,3772900000,2690.73
2018/11/20,2669.44,2631.52,2654.6,2641.89,4357900000,2641.89
2018/11/21,2670.73,2649.82,2657.74,2649.93,3233550000,2649.93
2018/11/23,2647.55,2631.09,2633.36,2632.56,1651650000,2632.56
2018/11/26,2674.35,2649.97,2649.97,2673.45,3443950000,2673.45
2018/11/27,2682.53,2655.89,2663.75,2682.17,3485220000,2682.17
2018/11/28,2744.0,2684.38,2691.45,2743.79,3951670000,2743.79
2018/11/29,2753.75,2722.94,2736.97,2737.8,3560770000,2737.8
2018/11/30,2760.88,2732.76,2737.76,2760.17,4658580000,2760.17
2018/12/03,2800.18,2773.38,2790.5,2790.37,4186060000,2790.37
2018/12/04,2785.93,2697.18,2782.43,2700.06,4499840000,2700.06
2018/12/06,2696.15,2621.53,2663.51,2695.95,5141470000,2695.95
2018/12/07,2708.54,2623.14,2691.26,2633.08,4216690000,2633.08
2018/12/10,2647.51,2583.23,2630.86,2637.72,4151030000,2637.72
2018/12/11,2674.35,2621.3,2664.44,2636.78,3905870000,2636.78
2018/12/12,2685.44,2650.26,2658.23,2651.07,3958890000,2651.07
2018/12/13,2670.19,2637.27,2658.7,2650.54,3927720000,2650.54
2018/12/14,2635.07,2593.84,2629.68,2599.95,4035020000,2599.95
2018/12/17,2601.13,2530.54,2590.75,2545.94,4616350000,2545.94
2018/12/18,2573.99,2528.71,2559.9,2546.16,4470880000,2546.16
2018/12/19,2585.29,2488.96,2547.05,2506.96,5127940000,2506.96
2018/12/20,2509.63,2441.18,2496.77,2467.42,5585780000,2467.42
2018/12/21,2504.41,2408.55,2465.38,2416.62,7609010000,2416.62
2018/12/24,2410.34,2351.1,2400.56,2351.1,2613930000,2351.1
2018/12/26,2467.76,2346.58,2363.12,2467.7,4233990000,2467.7
2018/12/27,2489.1,2397.94,2442.5,2488.83,4096610000,2488.83
2018/12/28,2520.27,2472.89,2498.77,2485.74,3702620000,2485.74
2018/12/31,2509.24,2482.82,2498.94,2506.85,3442870000,2506.85
2019/01/02,2519.49,2467.47,2476.96,2510.03,3733160000,2510.03
2019/01/03,2493.14,2443.96,2491.92,2447.89,3822860000,2447.89
2019/01/04,2538.07,2474.33,2474.33,2531.94,4213410000,2531.94
2019/01/07,2566.16,2524.56,2535.61,2549.69,4104710000,2549.69
2019/01/08,2579.82,2547.56,2568.11,2574.41,4083030000,2574.41
2019/01/09,2595.32,2568.89,2580.0,2584.96,4052480000,2584.96
2019/01/10,2597.82,2562.02,2573.51,2596.64,3704500000,2596.64
2019/01/11,2596.27,2577.4,2588.11,2596.26,3434490000,2596.26
2019/01/14,2589.32,2570.41,2580.31,2582.61,3664450000,2582.61
2019/01/15,2613.08,2585.1,2585.1,2610.3,3572330000,2610.3
2019/01/16,2625.76,2612.68,2614.75,2616.1,3863770000,2616.1
2019/01/17,2645.06,2606.36,2609.28,2635.96,3772270000,2635.96
2019/01/18,2675.47,2647.58,2651.27,2670.71,3986730000,2670.71
2019/01/22,2657.88,2617.27,2657.88,2632.9,3908030000,2632.9
2019/01/23,2653.19,2612.86,2643.48,2638.7,3335610000,2638.7
2019/01/24,2647.2,2627.01,2638.84,2642.33,3433250000,2642.33
2019/01/25,2672.38,2657.33,2657.44,2664.76,3814080000,2664.76
2019/01/28,2644.97,2624.06,2644.97,2643.85,3612810000,2643.85
2019/01/29,2650.93,2631.05,2644.89,2640.0,3504200000,2640.0
2019/01/30,2690.44,2648.34,2653.62,2681.05,3867810000,2681.05
2019/01/31,2708.95,2678.65,2685.49,2704.1,4917650000,2704.1
2019/02/01,2716.66,2696.88,2702.32,2706.53,3759270000,2706.53
2019/02/04,2724.99,2698.75,2706.49,2724.87,3359840000,2724.87
2019/02/05,2738.98,2724.03,2728.34,2737.7,3560430000,2737.7
2019/02/06,2738.08,2724.15,2735.05,2731.61,3472690000,2731.61
2019/02/07,2719.32,2687.26,2717.53,2706.05,4099490000,2706.05
2019/02/08,2708.07,2681.83,2692.36,2707.88,3622330000,2707.88
2019/02/11,2718.05,2703.79,2712.4,2709.8,3361970000,2709.8
2019/02/12,2748.19,2722.61,2722.61,2744.73,3827770000,2744.73
2019/02/13,2761.85,2748.63,2750.3,2753.03,3670770000,2753.03
2019/02/14,2757.9,2731.23,2743.5,2745.73,3836700000,2745.73
2019/02/15,2775.66,2760.24,2760.24,2775.6,3641370000,2775.6
2019/02/19,2787.33,2767.29,2769.28,2779.76,3533710000,2779.76
2019/02/20,2789.88,2774.06,2779.05,2784.7,3835450000,2784.7
2019/02/21,2781.58,2764.55,2780.24,2774.88,3559710000,2774.88
2019/02/22,2794.2,2779.11,2780.67,2792.67,3427810000,2792.67
2019/02/25,2813.49,2794.99,2804.35,2796.11,3804380000,2796.11
2019/02/26,2803.12,2789.47,2792.36,2793.9,3645680000,2793.9
2019/02/27,2795.76,2775.13,2787.5,2792.38,3767130000,2792.38
2019/02/28,2793.73,2782.51,2788.11,2784.49,4396930000,2784.49
2019/03/01,2808.02,2787.38,2798.22,2803.69,3972280000,2803.69
2019/03/04,2816.88,2767.66,2814.37,2792.81,3919810000,2792.81
2019/03/05,2796.44,2782.97,2794.41,2789.65,3585690000,2789.65
2019/03/06,2790.27,2768.69,2790.27,2771.45,3786600000,2771.45
2019/03/07,2767.25,2739.09,2766.53,2748.93,3904860000,2748.93
2019/03/08,2744.13,2722.27,2730.79,2743.07,3423130000,2743.07
2019/03/11,2784.0,2747.61,2747.61,2783.3,3749030000,2783.3
2019/03/12,2798.32,2786.73,2787.34,2791.52,3414230000,2791.52
2019/03/13,2821.24,2799.78,2799.78,2810.92,3766150000,2810.92
2019/03/14,2815.0,2803.46,2810.38,2808.48,3469730000,2808.48
2019/03/15,2830.73,2810.79,2810.79,2822.48,5962730000,2822.48
2019/03/18,2835.41,2821.99,2822.61,2832.94,3552190000,2832.94
2019/03/19,2852.42,2823.27,2840.76,2832.57,3620220000,2832.57
2019/03/20,2843.54,2812.43,2831.34,2824.23,3771200000,2824.23
2019/03/21,2860.31,2817.38,2819.72,2854.88,3546800000,2854.88
2019/03/22,2846.16,2800.47,2844.52,2800.71,4237200000,2800.71
2019/03/25,2809.79,2785.02,2796.01,2798.36,3376580000,2798.36
2019/03/26,2829.87,2803.99,2812.66,2818.46,3266050000,2818.46
2019/03/27,2825.56,2787.72,2819.72,2805.37,3372930000,2805.37
2019/03/28,2819.71,2798.77,2809.4,2815.44,3158170000,2815.44
2019/03/29,2836.03,2819.23,2828.27,2834.4,3740700000,2834.4
2019/04/01,2869.4,2848.63,2848.63,2867.19,3500760000,2867.19
2019/04/02,2872.9,2858.75,2868.24,2867.24,3246900000,2867.24
2019/04/03,2885.25,2865.17,2876.09,2873.4,3550240000,2873.4
2019/04/04,2881.28,2867.14,2873.99,2879.39,3015180000,2879.39
2019/04/05,2893.24,2882.99,2884.16,2892.74,3146820000,2892.74
2019/04/08,2895.95,2880.78,2888.46,2895.77,3054030000,2895.77
2019/04/09,2886.88,2873.33,2886.58,2878.2,3007980000,2878.2
2019/04/10,2889.71,2879.13,2881.37,2888.21,3062380000,2888.21
2019/04/11,2893.42,2881.99,2891.92,2888.32,2938540000,2888.32
2019/04/12,2910.54,2898.37,2900.86,2907.41,3688490000,2907.41
2019/04/15,2909.6,2896.48,2908.32,2905.58,3088330000,2905.58
2019/04/16,2916.06,2900.71,2912.26,2907.06,3402210000,2907.06
2019/04/17,2918.0,2895.45,2916.04,2900.45,3602300000,2900.45
2019/04/18,2908.4,2891.9,2904.81,2905.03,3506850000,2905.03
2019/04/22,2909.51,2896.35,2898.78,2907.97,2997950000,2907.97
2019/04/23,2936.31,2908.53,2909.99,2933.68,3635030000,2933.68
2019/04/24,2936.83,2926.05,2934.0,2927.25,3448960000,2927.25
2019/04/25,2933.1,2912.84,2928.99,2926.17,3425280000,2926.17
2019/04/26,2939.88,2917.56,2925.81,2939.88,3248500000,2939.88
2019/04/29,2949.52,2939.35,2940.58,2943.03,3118780000,2943.03
2019/04/30,2948.22,2924.11,2937.14,2945.83,3919330000,2945.83
2019/05/01,2954.13,2923.36,2952.33,2923.73,3645850000,2923.73
2019/05/02,2931.68,2900.5,2922.16,2917.52,3778890000,2917.52
2019/05/03,2947.85,2929.21,2929.21,2945.64,3338120000,2945.64
2019/05/06,2937.32,2898.21,2908.89,2932.47,3181520000,2932.47
2019/05/07,2913.03,2862.6,2913.03,2884.05,3767100000,2884.05
2019/05/08,2897.96,2873.28,2879.61,2879.42,3485790000,2879.42
2019/05/09,2875.97,2836.4,2859.84,2870.72,3638820000,2870.72
2019/05/10,2891.31,2825.39,2863.1,2881.4,3529600000,2881.4
2019/05/13,2840.19,2801.43,2840.19,2811.87,3894030000,2811.87
2019/05/14,2852.54,2820.12,2820.12,2834.41,3322720000,2834.41
2019/05/15,2858.68,2815.08,2820.38,2850.96,3125950000,2850.96
2019/05/16,2892.15,2855.8,2855.8,2876.32,3338060000,2876.32
2019/05/17,2885.48,2854.23,2858.6,2859.53,3257950000,2859.53
2019/05/20,2853.86,2831.29,2841.94,2840.23,3288870000,2840.23
2019/05/21,2868.88,2854.02,2854.02,2864.36,3218700000,2864.36
2019/05/22,2865.47,2851.11,2856.06,2856.27,3192510000,2856.27
2019/05/23,2836.7,2805.49,2836.7,2822.24,3891980000,2822.24
2019/05/24,2841.36,2820.19,2832.41,2826.06,2887390000,2826.06
2019/05/28,2840.51,2801.58,2830.03,2802.39,4121410000,2802.39
2019/05/29,2792.03,2766.06,2790.25,2783.02,3700050000,2783.02
2019/05/30,2799.0,2776.74,2786.94,2788.86,3273790000,2788.86
2019/05/31,2768.98,2750.52,2766.15,2752.06,3981020000,2752.06
2019/06/03,2763.07,2728.81,2751.53,2744.45,3943810000,2744.45
2019/06/04,2804.49,2762.64,2762.64,2803.27,3810430000,2803.27
2019/06/05,2827.28,2800.92,2818.09,2826.15,3548830000,2826.15
2019/06/06,2852.1,2822.45,2828.51,2843.49,3396410000,2843.49
2019/06/07,2884.97,2852.87,2852.87,2873.34,3220250000,2873.34
2019/06/10,2904.77,2885.51,2885.83,2886.73,3209210000,2886.73
2019/06/11,2910.61,2878.53,2903.27,2885.72,3548420000,2885.72
2019/06/12,2888.57,2874.68,2882.73,2879.84,3034130000,2879.84
2019/06/13,2895.24,2881.99,2886.24,2891.64,3069810000,2891.64
2019/06/14,2894.45,2879.62,2886.82,2886.98,2922330000,2886.98
2019/06/17,2897.27,2887.3,2889.75,2889.67,2810140000,2889.67
2019/06/18,2930.79,2905.44,2906.71,2917.75,3437620000,2917.75
2019/06/19,2931.74,2911.43,2920.55,2926.46,3287890000,2926.46
2019/06/20,2958.06,2931.5,2949.6,2954.18,3905940000,2954.18
2019/06/21,2964.15,2946.87,2952.71,2950.46,5000120000,2950.46
2019/06/24,2954.92,2944.05,2951.42,2945.35,3136250000,2945.35
2019/06/25,2946.52,2916.01,2945.78,2917.38,3578050000,2917.38
2019/06/26,2932.59,2912.99,2926.07,2913.78,3478130000,2913.78
2019/06/27,2929.3,2918.57,2919.66,2924.92,3122920000,2924.92
2019/06/28,2943.98,2929.05,2932.94,2941.76,5420700000,2941.76
2019/07/01,2977.93,2952.22,2971.41,2964.33,3513270000,2964.33
2019/07/02,2973.21,2955.92,2964.66,2973.01,3206840000,2973.01
2019/07/03,2995.84,2977.96,2978.08,2995.82,1963720000,2995.82
2019/07/05,2994.03,2967.97,2984.25,2990.41,2434210000,2990.41
2019/07/08,2980.76,2970.09,2979.77,2975.95,2904550000,2975.95
2019/07/09,2981.9,2963.44,2965.52,2979.63,3028210000,2979.63
2019/07/10,3002.98,2984.62,2989.3,2993.07,3154240000,2993.07
2019/07/11,3002.33,2988.8,2999.62,2999.91,3154620000,2999.91
2019/07/12,3013.92,3001.87,3003.36,3013.77,2974960000,3013.77
2019/07/15,3017.8,3008.77,3017.8,3014.3,2874970000,3014.3
2019/07/16,3015.02,3001.15,3012.13,3004.04,3290650000,3004.04
2019/07/17,3005.26,2984.25,3005.1,2984.42,3181600000,2984.42
2019/07/18,2998.28,2973.09,2978.87,2995.11,3296580000,2995.11
2019/07/19,3006.02,2975.86,3004.26,2976.61,3260360000,2976.61
2019/07/22,2990.71,2976.65,2981.93,2985.03,3003720000,2985.03
2019/07/23,3005.9,2988.56,2994.74,3005.47,3313660000,3005.47
2019/07/24,3019.59,2996.82,2998.77,3019.56,3428980000,3019.56
2019/07/25,3016.31,2997.24,3016.26,3003.67,3645270000,3003.67
2019/07/26,3027.98,3012.59,3013.25,3025.86,3257590000,3025.86
2019/07/29,3025.61,3014.3,3024.47,3020.97,3203710000,3020.97
2019/07/30,3017.19,3000.94,3007.66,3013.18,3634330000,3013.18
2019/07/31,3017.4,2958.08,3016.22,2980.38,4623430000,2980.38
2019/08/01,3013.59,2945.23,2980.32,2953.56,4762300000,2953.56
2019/08/02,2945.5,2914.11,2943.9,2932.05,3874660000,2932.05
2019/08/05,2898.07,2822.12,2898.07,2844.74,4513730000,2844.74
2019/08/06,2884.4,2847.42,2861.18,2881.77,4154240000,2881.77
2019/08/07,2892.17,2825.71,2858.65,2883.98,4491750000,2883.98
2019/08/08,2938.72,2894.47,2896.21,2938.09,4106370000,2938.09
2019/08/09,2935.75,2900.15,2930.51,2918.65,3350640000,2918.65
2019/08/12,2907.58,2873.14,2907.07,2882.7,2851630000,2882.7
2019/08/13,2943.31,2877.05,2880.72,2926.32,3853600000,2926.32
2019/08/14,2894.15,2839.64,2894.15,2840.6,4312530000,2840.6
2019/08/15,2856.67,2825.51,2846.2,2847.6,4038000000,2847.6
2019/08/16,2893.63,2864.74,2864.74,2888.68,3498150000,2888.68
2019/08/19,2931.0,2913.48,2913.48,2923.65,3212880000,2923.65
2019/08/20,2923.63,2899.6,2919.01,2900.51,3066300000,2900.51
2019/08/21,2928.73,2917.91,2922.04,2924.43,3011190000,2924.43
2019/08/22,2939.08,2904.51,2930.94,2922.95,2890880000,2922.95
2019/08/23,2927.01,2834.97,2911.07,2847.11,3937300000,2847.11
2019/08/26,2879.27,2856.0,2866.7,2878.38,2857600000,2878.38
2019/08/27,2898.79,2860.59,2893.14,2869.16,3533630000,2869.16
2019/08/28,2890.03,2853.05,2861.28,2887.94,3097420000,2887.94
2019/08/29,2930.5,2905.67,2910.37,2924.58,3176190000,2924.58
2019/08/30,2940.43,2913.32,2937.09,2926.46,3008450000,2926.46
2019/09/03,2914.39,2891.85,2909.01,2906.27,3426790000,2906.27
2019/09/04,2938.84,2921.86,2924.67,2937.78,3163260000,2937.78
2019/09/05,2985.86,2960.6,2960.6,2976.0,3890700000,2976.0
2019/09/06,2985.03,2972.51,2980.33,2978.71,3208280000,2978.71
2019/09/09,2989.43,2969.39,2988.43,2978.43,4002890000,2978.43
2019/09/10,2979.39,2957.01,2971.01,2979.39,4390770000,2979.39
2019/09/11,3000.93,2975.31,2981.41,3000.93,3927550000,3000.93
2019/09/12,3020.74,3000.92,3009.08,3009.57,3791860000,3009.57
2019/09/13,3017.33,3002.9,3012.21,3007.39,3520060000,3007.39
2019/09/16,3002.19,2990.67,2996.41,2997.96,4274640000,2997.96
2019/09/17,3006.21,2993.73,2995.67,3005.7,3671840000,3005.7
2019/09/18,3007.83,2978.57,3001.5,3006.73,3435540000,3006.73
2019/09/19,3021.99,3003.16,3010.36,3006.79,3251290000,3006.79
2019/09/20,3016.37,2984.68,3008.42,2992.07,6094740000,2992.07
2019/09/23,2999.15,2982.23,2983.5,2991.78,3186590000,2991.78
2019/09/24,3007.98,2957.73,3002.43,2966.6,3868160000,2966.6
2019/09/25,2989.82,2952.86,2968.35,2984.87,3318870000,2984.87
2019/09/26,2987.28,2963.71,2985.73,2977.62,3077240000,2977.62
2019/09/27,2987.31,2945.53,2985.47,2961.79,3243650000,2961.79
2019/09/30,2983.85,2967.07,2967.07,2976.74,3247610000,2976.74
2019/10/01,2992.53,2938.7,2983.69,2940.25,3558040000,2940.25
2019/10/02,2924.78,2874.93,2924.78,2887.61,3912520000,2887.61
2019/10/03,2911.13,2855.94,2885.38,2910.63,3503640000,2910.63
2019/10/04,2953.74,2918.56,2918.56,2952.01,2990830000,2952.01
2019/10/07,2959.75,2935.68,2944.23,2938.79,2940140000,2938.79
2019/10/08,2925.47,2892.66,2920.4,2893.06,3356450000,2893.06
2019/10/09,2929.32,2907.41,2911.1,2919.4,2726820000,2919.4
2019/10/10,2948.46,2917.12,2918.55,2938.13,3217250000,2938.13
2019/10/11,2993.28,2963.07,2963.07,2970.27,3580460000,2970.27
2019/10/14,2972.84,2962.94,2965.81,2966.15,2557020000,2966.15
2019/10/15,3003.28,2973.61,2973.61,2995.68,3340740000,2995.68
2019/10/16,2997.54,2985.2,2989.68,2989.69,3222570000,2989.69
2019/10/17,3008.29,2991.79,3000.77,2997.95,3115960000,2997.95
2019/10/18,3000.0,2976.31,2996.84,2986.2,3264290000,2986.2
2019/10/21,3007.33,2995.35,2996.48,3006.72,3271620000,3006.72
2019/10/22,3014.57,2995.04,3010.73,2995.99,3523890000,2995.99
2019/10/23,3004.78,2991.21,2994.01,3004.52,3392870000,3004.52
2019/10/24,3016.07,3000.42,3014.78,3010.29,3692600000,3010.29
2019/10/25,3027.39,3001.94,3003.32,3022.55,3370370000,3022.55
2019/10/28,3044.08,3032.12,3032.12,3039.42,3521230000,3039.42
2019/10/29,3047.87,3034.81,3035.39,3036.89,3589930000,3036.89
2019/10/30,3050.1,3025.96,3039.74,3046.77,3776030000,3046.77
2019/10/31,3046.9,3023.19,3046.9,3037.56,4139280000,3037.56
2019/11/01,3066.95,3050.72,3050.72,3066.91,3930200000,3066.91
2019/11/04,3085.2,3074.87,3078.96,3078.27,4146850000,3078.27
2019/11/05,3083.95,3072.15,3080.8,3074.62,4486130000,3074.62
2019/11/06,3078.34,3065.89,3075.1,3076.78,4458190000,3076.78
2019/11/07,3097.77,3080.23,3087.02,3085.18,4144640000,3085.18
2019/11/08,3093.09,3073.58,3081.25,3093.08,3499150000,3093.08
2019/11/11,3088.33,3075.82,3080.33,3087.01,3035530000,3087.01
2019/11/12,3102.61,3084.73,3089.28,3091.84,3466010000,3091.84
2019/11/13,3098.06,3078.8,3084.18,3094.04,3509280000,3094.04
2019/11/14,3098.2,3083.26,3090.75,3096.63,3276070000,3096.63
2019/11/15,3120.46,3104.6,3107.92,3120.46,3335650000,3120.46
2019/11/18,3124.17,3112.06,3117.91,3122.03,3436690000,3122.03
2019/11/19,3127.64,3113.47,3127.45,3120.18,3590070000,3120.18
2019/11/20,3118.97,3091.41,3114.66,3108.46,4034890000,3108.46
2019/11/21,3110.11,3094.55,3108.49,3103.54,3720560000,3103.54
2019/11/22,3112.87,3099.26,3111.41,3110.29,3226780000,3110.29
